sheet,points,angle_min,angle_max,Herman,status
Sheet1,1998,0.0896555164891721,179.91034448351084,,OK
Sheet2,1998,0.0896555164891721,179.91034448351084,,OK
Sheet3,1998,0.0896555164891721,179.91034448351084,0.9074302915091583,OK
